Date,Supplier,Order number,Product,Price per 100 grams,Quantity in kg
2020-07-17,Jones-Jenkins,S-1000808,UCOME,136,31900
2020-07-17,Jones-Jenkins,S-1000809,UCOME,54.4,31600
2020-07-17,Jones-Jenkins,S-1000810,UCOME,113.6,31580
2020-07-17,Jones-Jenkins,S-1000811,UCOME,683.2,31740
2020-07-17,Jones-Jenkins,S-1000812,UCOME,16,31580
2020-07-17,Jones-Jenkins,S-1000813,UCOME,1219.2,31680
2020-07-17,Jones-Jenkins,S-1000814,UCOME,142.4,31620
2020-07-17,"Sipes, Harber and Lynch",S-1000816,UCOME,1251.2,31520
2020-07-17,"Sipes, Harber and Lynch",S-1000818,UCOME,414.4,31680
2020-07-17,"Sipes, Harber and Lynch",S-1000819,UCOME,116.8,31680
2020-07-17,Copperfield oil,Ref-1002324,Used cooking oil (UCO),116.8,33080
2020-07-17,Copperfield oil,Ref-1002334,Sunflower oil,1256,32000
2020-07-17,"Hahn, Mueller and Strosin",Ref-1002336,Methanol,894.4,28011
2020-07-17,Ledner and Lehner,Ref-1002056,Sunflower oil,25.6,29940
2020-07-17,Balistreri-Kemmer,Ref-1002063,Used cooking oil (UCO),779.2,22300
2020-07-17,Balistreri-Kemmer,Ref-1002064,Used cooking oil (UCO),1430.4,22180
2020-07-16,"Hahn, Mueller and Strosin",Ref-1002002,KM32,246.4,24000
2020-07-16,Ledner and Lehner,Ref-1002055,Sunflower oil,84.8,31860
2020-07-16,Balistreri-Kemmer,Ref-1002065,Used cooking oil (UCO),1228.8,22240
2020-07-16,Yellowstone,S-1000712,Used cooking oil (UCO),870.4,33100
2020-07-16,Yellowstone,S-1000713,Used cooking oil (UCO),19.2,33080
2020-07-16,Yellowstone,S-1000714,Used cooking oil (UCO),1209.6,33100
2020-07-16,"Sipes, Harber and Lynch",S-1000743,UCOME,115.2,31880
2020-07-16,"Sipes, Harber and Lynch",S-1000744,UCOME,75.2,31900
2020-07-16,Jones-Jenkins,S-1000765,UCOME,310.4,31860
2020-07-16,Jones-Jenkins,S-1000767,UCOME,273.6,31500
2020-07-16,Jones-Jenkins,S-1000768,UCOME,507.2,31580
2020-07-16,Jones-Jenkins,S-1000769,UCOME,542.4,31620
2020-07-16,Jones-Jenkins,S-1000770,UCOME,136,31740
2020-07-16,"Sipes, Harber and Lynch",S-1000775,UCOME,206.4,31820
2020-07-16,"Sipes, Harber and Lynch",S-1000776,UCOME,417.6,31640
2020-07-16,"Sipes, Harber and Lynch",S-1000777,UCOME,142.4,31680
2020-07-16,"Sipes, Harber and Lynch",S-1000778,UCOME,920,31920
2020-07-16,"Sipes, Harber and Lynch",S-1000779,UCOME,1387.2,31520
2020-07-16,"Sipes, Harber and Lynch",S-1000781,UCOME,836.8,31680
2020-07-16,"Sipes, Harber and Lynch",S-1000817,UCOME,1352,31840
2020-07-16,Copperfield oil,Ref-1002331,Used cooking oil (UCO),931.2,26660
2020-07-16,Copperfield oil,Ref-1002332,Used cooking oil (UCO),838.4,35520
2020-07-16,"Hahn, Mueller and Strosin",Ref-1002335,Methanol,25.6,27151
2020-07-16,Ledner and Lehner,Ref-1002396,Sunflower oil,52.8,24600
2020-07-16,"Hahn, Mueller and Strosin",Ref-1002536,KM32,1406.4,23900
2020-07-15,Yellowstone,S-1000708,Used cooking oil (UCO),1217.6,33220
2020-07-15,Yellowstone,S-1000709,Used cooking oil (UCO),140.8,33120
2020-07-15,Yellowstone,S-1000710,Used cooking oil (UCO),392,32960
2020-07-15,Yellowstone,S-1000711,Used cooking oil (UCO),1464,33200
2020-07-15,"Sipes, Harber and Lynch",S-1000740,UCOME,1268.8,31980
2020-07-15,"Sipes, Harber and Lynch",S-1000741,UCOME,513.6,31980
2020-07-15,"Sipes, Harber and Lynch",S-1000742,UCOME,1302.4,31880
2020-07-15,"Sipes, Harber and Lynch",S-1000749,UCOME,670.4,31660
2020-07-15,"Sipes, Harber and Lynch",S-1000751,UCOME,964.8,31700
2020-07-15,Jones-Jenkins,S-1000753,UCOME,1028.8,31960
2020-07-15,Jones-Jenkins,S-1000754,UCOME,118.4,31980
2020-07-15,Jones-Jenkins,S-1000755,UCOME,988.8,31620
2020-07-15,Jones-Jenkins,S-1000756,UCOME,137.6,29520
2020-07-15,Jones-Jenkins,S-1000757,UCOME,217.6,31740
2020-07-15,Jones-Jenkins,S-1000758,UCOME,1102.4,31680
2020-07-15,Jones-Jenkins,S-1000759,UCOME,1412.8,31820
2020-07-15,Jones-Jenkins,S-1000760,UCOME,73.6,31800
2020-07-15,Jones-Jenkins,S-1000761,UCOME,1369.6,31980
2020-07-15,Jones-Jenkins,S-1000762,UCOME,116.8,31800
2020-07-15,Jones-Jenkins,S-1000763,UCOME,54.4,31720
2020-07-15,Jones-Jenkins,S-1000764,UCOME,723.2,32000
2020-07-15,"Sipes, Harber and Lynch",S-1000774,UCOME,1355.2,29500
2020-07-15,"Sipes, Harber and Lynch",S-1000780,UCOME,1462.4,32000
2020-07-15,Ledner and Lehner,Ref-1002041,Sunflower oil,112,25200
2020-07-15,Copperfield oil,Ref-1002319,Used cooking oil (UCO),36.8,31980
2020-07-15,Copperfield oil,Ref-1002320,Used cooking oil (UCO),78.4,35840
2020-07-15,Copperfield oil,Ref-1002329,Used cooking oil (UCO),510.4,32580
2020-07-15,Copperfield oil,Ref-1002330,Used cooking oil (UCO),1254.4,33180
2020-07-14,Copperfield oil,Ref-1002317,Used cooking oil (UCO),161.6,33040
2020-07-14,Copperfield oil,Ref-1002318,Used cooking oil (UCO),16,35460
2020-07-14,Copperfield oil,Ref-1002327,Used cooking oil (UCO),563.2,32660
2020-07-14,Copperfield oil,Ref-1002328,Sunflower oil,180.8,32620
2020-07-14,Yellowstone,S-1000685,Used cooking oil (UCO),1054.4,32940
2020-07-14,Yellowstone,S-1000686,Used cooking oil (UCO),94.4,33020
2020-07-14,Yellowstone,S-1000687,Used cooking oil (UCO),611.2,33280
2020-07-14,Jones-Jenkins,S-1000718,UCOME,99.2,32000
2020-07-14,Jones-Jenkins,S-1000719,UCOME,24,32040
2020-07-14,Jones-Jenkins,S-1000720,UCOME,38.4,31960
2020-07-14,Jones-Jenkins,S-1000721,UCOME,140.8,31760
2020-07-14,Jones-Jenkins,S-1000722,UCOME,120,31620
2020-07-14,Jones-Jenkins,S-1000723,UCOME,1131.2,31960
2020-07-14,Jones-Jenkins,S-1000724,UCOME,110.4,31680
2020-07-14,Jones-Jenkins,S-1000725,UCOME,166.4,31860
2020-07-14,Jones-Jenkins,S-1000726,UCOME,123.2,31860
2020-07-14,Jones-Jenkins,S-1000727,UCOME,768,31880
2020-07-14,Jones-Jenkins,S-1000728,UCOME,83.2,31980
2020-07-14,Jones-Jenkins,S-1000729,UCOME,78.4,31940
2020-07-14,Jones-Jenkins,S-1000730,UCOME,1492.8,31920
2020-07-14,"Sipes, Harber and Lynch",S-1000734,UCOME,1467.2,29980
2020-07-14,"Sipes, Harber and Lynch",S-1000735,UCOME,118.4,31960
2020-07-14,"Sipes, Harber and Lynch",S-1000736,UCOME,1252.8,31960
2020-07-14,"Sipes, Harber and Lynch",S-1000750,UCOME,134.4,31980
2020-07-14,"Sipes, Harber and Lynch",S-1000752,UCOME,76.8,31940
2020-07-14,Ledner and Lehner,Ref-1002040,Sunflower oil,902.4,25800
2020-07-14,Ledner and Lehner,Ref-1002054,Sunflower oil,33.6,29920
2020-07-13,Ledner and Lehner,Ref-1002053,Sunflower oil,819.2,25640
2020-07-13,Yellowstone,S-1000622,Used cooking oil (UCO),308.8,33340
2020-07-13,Copperfield oil,Ref-1002315,Used cooking oil (UCO),785.6,34900
2020-07-13,Copperfield oil,Ref-1002316,Used cooking oil (UCO),1294.4,32040
2020-07-13,Copperfield oil,Ref-1002323,Used cooking oil (UCO),27.2,35820
2020-07-13,Copperfield oil,Ref-1002325,Used cooking oil (UCO),81.6,32580
2020-07-13,Copperfield oil,Ref-1002326,Used cooking oil (UCO),281.6,33080
2020-07-13,Copperfield oil,Ref-1002333,Used cooking oil (UCO),132.8,26060
2020-07-13,Yellowstone,S-1000683,Used cooking oil (UCO),33.6,32980
2020-07-13,Yellowstone,S-1000684,Used cooking oil (UCO),128,32800
2020-07-13,Yellowstone,S-1000688,Used cooking oil (UCO),177.6,33020
2020-07-13,Jones-Jenkins,S-1000690,UCOME,435.2,31980
2020-07-13,Jones-Jenkins,S-1000691,UCOME,1049.6,31780
2020-07-13,Jones-Jenkins,S-1000692,UCOME,20.8,29520
2020-07-13,Jones-Jenkins,S-1000693,UCOME,136,31760
2020-07-13,Jones-Jenkins,S-1000694,UCOME,1188.8,31820
2020-07-13,Jones-Jenkins,S-1000695,UCOME,504,31860
2020-07-13,Jones-Jenkins,S-1000696,UCOME,129.6,31720
2020-07-13,Jones-Jenkins,S-1000697,UCOME,36.8,31700
2020-07-13,Jones-Jenkins,S-1000698,UCOME,48,31880
2020-07-13,Jones-Jenkins,S-1000699,UCOME,1448,31840
2020-07-13,Jones-Jenkins,S-1000700,UCOME,35.2,31840
2020-07-13,Jones-Jenkins,S-1000701,UCOME,152,31860
2020-07-13,Jones-Jenkins,S-1000702,UCOME,38.4,31800
2020-07-13,Jones-Jenkins,S-1000717,UCOME,428.8,31800
2020-07-13,"Sipes, Harber and Lynch",S-1000731,UCOME,96,31020
2020-07-13,"Sipes, Harber and Lynch",S-1000732,UCOME,1009.6,31980
2020-07-13,"Sipes, Harber and Lynch",S-1000733,UCOME,99.2,31920
2020-07-13,"Sipes, Harber and Lynch",S-1000737,UCOME,601.6,31700
2020-07-13,"Sipes, Harber and Lynch",S-1000738,UCOME,836.8,31840
2020-07-13,"Sipes, Harber and Lynch",S-1000739,UCOME,124.8,31820
2020-07-12,"Sipes, Harber and Lynch",S-1000703,UCOME,828.8,32000
2020-07-11,"Sipes, Harber and Lynch",S-1000704,UCOME,107.2,31620
2020-07-11,"Sipes, Harber and Lynch",S-1000706,UCOME,902.4,31720
2020-07-11,"Sipes, Harber and Lynch",S-1000707,UCOME,107.2,32000
2020-07-11,"Hahn, Mueller and Strosin",Ref-1002001,KM32,172.8,24360
2020-07-11,"Hahn, Mueller and Strosin",Ref-1002007,Methanol,33.6,27998
2020-07-10,Copperfield oil,Ref-1001959,Used cooking oil (UCO),364.8,35839
2020-07-10,Copperfield oil,Ref-1001960,Used cooking oil (UCO),536,31700
2020-07-10,Copperfield oil,Ref-1001962,Used cooking oil (UCO),116.8,33260
2020-07-10,Copperfield oil,Ref-1001968,Sunflower oil,1081.6,30740
2020-07-10,"Hahn, Mueller and Strosin",Ref-1002005,Methanol,859.2,27994
2020-07-10,"Sipes, Harber and Lynch",S-1000705,UCOME,361.6,31760
2020-07-10,Copperfield oil,Ref-1001959,Used cooking oil (UCO),25.6,121
2020-07-10,Yellowstone,S-1000621,Used cooking oil (UCO),760,33460
2020-07-10,"Sipes, Harber and Lynch",S-1000645,UCOME,81.6,31960
2020-07-10,"Sipes, Harber and Lynch",S-1000646,UCOME,139.2,31920
2020-07-10,"Sipes, Harber and Lynch",S-1000647,UCOME,62.4,31980
2020-07-10,"Sipes, Harber and Lynch",S-1000670,UCOME,41.6,31980
2020-07-10,"Sipes, Harber and Lynch",S-1000671,UCOME,99.2,29440
2020-07-10,Jones-Jenkins,S-1000673,UCOME,1233.6,31800
2020-07-10,Jones-Jenkins,S-1000674,UCOME,129.6,31780
2020-07-10,Jones-Jenkins,S-1000675,UCOME,112,31800
2020-07-10,Jones-Jenkins,S-1000676,UCOME,1113.6,31740
2020-07-10,Jones-Jenkins,S-1000677,UCOME,1068.8,31800
2020-07-10,Jones-Jenkins,S-1000678,UCOME,57.6,31740
2020-07-10,Jones-Jenkins,S-1000679,UCOME,644.8,31700
2020-07-10,Jones-Jenkins,S-1000680,UCOME,171.2,31800
2020-07-10,Jones-Jenkins,S-1000681,UCOME,116.8,31740
2020-07-10,Jones-Jenkins,S-1000682,UCOME,54.4,31980
2020-07-10,Copperfield oil,Ref-1002569,Used cooking oil (UCO),308.8,31620
2020-07-10,Copperfield oil,Ref-1002570,Used cooking oil (UCO),51.2,34840
2020-07-10,"Sipes, Harber and Lynch",S-1000689,UCOME,1288,31900
2020-07-09,Ledner and Lehner,Ref-1002162,Sunflower oil,76.8,24940
2020-07-09,Yellowstone,S-1000619,Used cooking oil (UCO),196.8,33320
2020-07-09,Yellowstone,S-1000620,Used cooking oil (UCO),515.2,33160
2020-07-09,"Sipes, Harber and Lynch",S-1000641,UCOME,1232,32980
2020-07-09,"Sipes, Harber and Lynch",S-1000642,UCOME,84.8,31940
2020-07-09,"Sipes, Harber and Lynch",S-1000644,UCOME,406.4,30980
2020-07-09,Jones-Jenkins,S-1000651,UCOME,84.8,32000
2020-07-09,Jones-Jenkins,S-1000652,UCOME,76.8,31980
2020-07-09,Jones-Jenkins,S-1000653,UCOME,68.8,31840
2020-07-09,Jones-Jenkins,S-1000654,UCOME,60.8,31960
2020-07-09,Jones-Jenkins,S-1000655,UCOME,1214.4,31740
2020-07-09,Jones-Jenkins,S-1000656,UCOME,52.8,31540
2020-07-09,Jones-Jenkins,S-1000657,UCOME,110.4,31720
2020-07-09,Jones-Jenkins,S-1000658,UCOME,518.4,31780
2020-07-09,Jones-Jenkins,S-1000659,UCOME,36.8,31960
2020-07-09,Jones-Jenkins,S-1000660,UCOME,136,31780
2020-07-09,Jones-Jenkins,S-1000661,UCOME,1238.4,31780
2020-07-09,Jones-Jenkins,S-1000662,UCOME,720,31740
2020-07-09,Jones-Jenkins,S-1000663,UCOME,124.8,32000
2020-07-09,Jones-Jenkins,S-1000664,UCOME,593.6,31640
2020-07-09,"Sipes, Harber and Lynch",S-1000669,UCOME,675.2,31980
2020-07-09,Copperfield oil,Ref-1001957,Used cooking oil (UCO),145.6,36020
2020-07-09,Copperfield oil,Ref-1001958,Used cooking oil (UCO),107.2,35820
2020-07-09,Copperfield oil,Ref-1001967,Used cooking oil (UCO),1401.6,26620
2020-07-09,"Hahn, Mueller and Strosin",Ref-1002003,KM32,88,23920
2020-07-08,Ledner and Lehner,Ref-1001297,Sunflower oil,1180.8,29920
2020-07-08,Copperfield oil,Ref-1001955,Used cooking oil (UCO),379.2,33560
2020-07-08,Copperfield oil,Ref-1001956,Used cooking oil (UCO),339.2,30700
2020-07-08,Copperfield oil,Ref-1001966,Used cooking oil (UCO),142.4,30000
2020-07-08,"Hahn, Mueller and Strosin",Ref-1002004,Methanol,20.8,27025
2020-07-08,Ledner and Lehner,Ref-1002039,Sunflower oil,102.4,26000
2020-07-08,"Sipes, Harber and Lynch",S-1000615,UCOME,694.4,31920
2020-07-08,"Sipes, Harber and Lynch",S-1000624,UCOME,734.4,32000
2020-07-08,"Sipes, Harber and Lynch",S-1000625,UCOME,76.8,31960
2020-07-08,"Sipes, Harber and Lynch",S-1000627,UCOME,131.2,31680
2020-07-08,"Sipes, Harber and Lynch",S-1000628,UCOME,67.2,32000
2020-07-08,"Sipes, Harber and Lynch",S-1000630,UCOME,1372.8,31840
2020-07-08,"Sipes, Harber and Lynch",S-1000631,UCOME,1140.8,31820
2020-07-08,"Sipes, Harber and Lynch",S-1000632,UCOME,720,29480
2020-07-08,"Sipes, Harber and Lynch",S-1000636,UCOME,393.6,31800
2020-07-08,"Sipes, Harber and Lynch",S-1000638,UCOME,139.2,31820
2020-07-08,"Sipes, Harber and Lynch",S-1000639,UCOME,456,30980
2020-07-08,"Sipes, Harber and Lynch",S-1000640,UCOME,17.6,30260
2020-07-08,"Sipes, Harber and Lynch",S-1000643,UCOME,132.8,31820
2020-07-08,"Sipes, Harber and Lynch",S-1000648,UCOME,894.4,31960
2020-07-08,"Sipes, Harber and Lynch",S-1000649,UCOME,406.4,31720
2020-07-08,"Sipes, Harber and Lynch",S-1000665,UCOME,104,31940
2020-07-08,"Sipes, Harber and Lynch",S-1000666,UCOME,220.8,31840
2020-07-08,"Sipes, Harber and Lynch",S-1000667,UCOME,75.2,32000
2020-07-08,"Sipes, Harber and Lynch",S-1000668,UCOME,115.2,31960
2020-07-07,Copperfield oil,Ref-1001953,Used cooking oil (UCO),97.6,33480
2020-07-07,Copperfield oil,Ref-1001954,Used cooking oil (UCO),76.8,35720
2020-07-07,Copperfield oil,Ref-1001964,Used cooking oil (UCO),1035.2,32540
2020-07-07,Copperfield oil,Ref-1001965,Used cooking oil (UCO),76.8,35900
2020-07-07,Ledner and Lehner,Ref-1002038,Sunflower oil,30.4,27420
2020-07-07,"Sipes, Harber and Lynch",S-1000600,UCOME,1112,31980
2020-07-07,"Sipes, Harber and Lynch",S-1000603,UCOME,22.4,31900
2020-07-07,"Sipes, Harber and Lynch",S-1000609,UCOME,140.8,31860
2020-07-07,"Sipes, Harber and Lynch",S-1000610,UCOME,158.4,31880
2020-07-07,"Sipes, Harber and Lynch",S-1000611,UCOME,139.2,31860
2020-07-07,"Sipes, Harber and Lynch",S-1000612,UCOME,1108.8,31900
2020-07-07,"Sipes, Harber and Lynch",S-1000613,UCOME,48,31780
2020-07-07,"Sipes, Harber and Lynch",S-1000614,UCOME,56,31980
2020-07-07,"Sipes, Harber and Lynch",S-1000616,UCOME,592,33000
2020-07-07,"Sipes, Harber and Lynch",S-1000623,UCOME,1281.6,31820
2020-07-07,"Sipes, Harber and Lynch",S-1000626,UCOME,1259.2,32000
2020-07-07,"Sipes, Harber and Lynch",S-1000629,UCOME,1352,31980
2020-07-07,"Sipes, Harber and Lynch",S-1000633,UCOME,1147.2,31980
2020-07-07,"Sipes, Harber and Lynch",S-1000635,UCOME,67.2,31900
2020-07-07,"Sipes, Harber and Lynch",S-1000637,UCOME,1470.4,31920
2020-07-06,"Sipes, Harber and Lynch",S-1000574,UCOME,102.4,29300
2020-07-06,Jones-Jenkins,S-1000575,UCOME,203.2,32500
2020-07-06,Jones-Jenkins,S-1000576,UCOME,51.2,31940
2020-07-06,Jones-Jenkins,S-1000578,UCOME,124.8,32000
2020-07-06,Jones-Jenkins,S-1000579,UCOME,51.2,31960
2020-07-06,Jones-Jenkins,S-1000580,UCOME,73.6,31920
2020-07-06,Jones-Jenkins,S-1000581,UCOME,1320,31840
2020-07-06,Jones-Jenkins,S-1000582,UCOME,1304,31800
2020-07-06,Jones-Jenkins,S-1000583,UCOME,507.2,31880
2020-07-06,Jones-Jenkins,S-1000584,UCOME,96,29480
2020-07-06,Jones-Jenkins,S-1000585,UCOME,64,31820
2020-07-06,Jones-Jenkins,S-1000586,UCOME,33.6,31920
2020-07-06,Jones-Jenkins,S-1000587,UCOME,116.8,31900
2020-07-06,Jones-Jenkins,S-1000588,UCOME,684.8,31860
2020-07-06,Jones-Jenkins,S-1000589,UCOME,984,31820
2020-07-06,Jones-Jenkins,S-1000590,UCOME,806.4,31800
2020-07-06,Jones-Jenkins,S-1000591,UCOME,353.6,31740
2020-07-06,Jones-Jenkins,S-1000592,UCOME,131.2,31820
2020-07-06,Jones-Jenkins,S-1000593,UCOME,872,31880
2020-07-06,Jones-Jenkins,S-1000594,UCOME,48,31740
2020-07-06,Jones-Jenkins,S-1000598,UCOME,112,31740
2020-07-06,"Sipes, Harber and Lynch",S-1000599,UCOME,139.2,31780
2020-07-06,"Sipes, Harber and Lynch",S-1000601,UCOME,1164.8,32040
2020-07-06,"Sipes, Harber and Lynch",S-1000602,UCOME,107.2,32000
2020-07-06,"Sipes, Harber and Lynch",S-1000604,UCOME,16,32020
2020-07-06,"Sipes, Harber and Lynch",S-1000605,UCOME,416,29840
2020-07-06,"Sipes, Harber and Lynch",S-1000606,UCOME,38.4,32000
2020-07-06,"Sipes, Harber and Lynch",S-1000607,UCOME,147.2,32000
2020-07-06,"Sipes, Harber and Lynch",S-1000617,UCOME,35.2,32000
2020-07-06,"Sipes, Harber and Lynch",S-1000618,UCOME,17.6,33020
2020-07-06,Copperfield oil,Ref-1001963,Sunflower oil,56,31673
2020-07-06,Copperfield oil,Ref-1001963,Sunflower oil,849.6,-33460
2020-07-06,Copperfield oil,Ref-1001963,Sunflower oil,1182.4,1787
2020-07-06,Ledner and Lehner,Ref-1001296,Sunflower oil,80,31960
2020-07-06,"Hahn, Mueller and Strosin",Ref-1001776,KM32,355.2,23920
2020-07-06,"Hahn, Mueller and Strosin",Ref-1001783,Methanol,99.2,25150
2020-07-06,"Stroman, Swift and Rath",Ref-1001931,Used cooking oil (UCO),977.6,31480
2020-07-06,Copperfield oil,Ref-1001951,Used cooking oil (UCO),68.8,36180
2020-07-06,Copperfield oil,Ref-1001952,Used cooking oil (UCO),1027.2,33240
2020-07-06,Copperfield oil,Ref-1001961,Used cooking oil (UCO),329.6,32320
2020-07-06,Copperfield oil,Ref-1001963,Sunflower oil,830.4,33460
2020-07-04,"Hahn, Mueller and Strosin",Ref-1001780,Methanol,1076.8,28003
2020-07-04,"Hahn, Mueller and Strosin",Ref-1001781,Methanol,107.2,27975
2020-07-03,Ledner and Lehner,Ref-1002285,Sunflower oil,86.4,24200
2020-07-03,Jones-Jenkins,S-1000556,UCOME,257.6,31880
2020-07-03,Jones-Jenkins,S-1000558,UCOME,948.8,31540
2020-07-03,Jones-Jenkins,S-1000562,UCOME,840,31980
2020-07-03,Jones-Jenkins,S-1000563,UCOME,62.4,31780
2020-07-03,Jones-Jenkins,S-1000564,UCOME,896,31540
2020-07-03,Jones-Jenkins,S-1000565,UCOME,70.4,31960
2020-07-03,Jones-Jenkins,S-1000566,UCOME,929.6,31960
2020-07-03,Jones-Jenkins,S-1000568,UCOME,72,31940
2020-07-03,Jones-Jenkins,S-1000569,UCOME,475.2,29480
2020-07-03,Jones-Jenkins,S-1000570,UCOME,28.8,31280
2020-07-03,Jones-Jenkins,S-1000571,UCOME,996.8,31860
2020-07-03,Copperfield oil,Ref-1001322,Used cooking oil (UCO),580.8,32980
2020-07-03,Copperfield oil,Ref-1001331,Used cooking oil (UCO),83.2,36140
2020-07-03,Copperfield oil,Ref-1001332,Used cooking oil (UCO),44.8,32440
2020-07-03,"Stroman, Swift and Rath",Ref-1001554,Used cooking oil (UCO),843.2,31400
2020-07-03,Ledner and Lehner,Ref-1000947,Sunflower oil,73.6,27780
2020-07-02,Copperfield oil,Ref-1001321,Used cooking oil (UCO),1195.2,33220
2020-07-02,Copperfield oil,Ref-1001329,Used cooking oil (UCO),72,36000
2020-07-02,Copperfield oil,Ref-1001330,Used cooking oil (UCO),1595.2,35900
2020-07-02,Ledner and Lehner,Ref-1002124,Sunflower oil,840,24620
2020-07-02,Ledner and Lehner,Ref-1001657,Sunflower oil,675.2,31920
2020-07-02,Jones-Jenkins,S-1000490,UCOME,660.8,31960
2020-07-02,Jones-Jenkins,S-1000491,UCOME,760,31980
2020-07-02,"Hahn, Mueller and Strosin",Ref-1001777,KM32,20.8,23860
2020-07-02,Jones-Jenkins,S-1000553,UCOME,139.2,31660
2020-07-02,Jones-Jenkins,S-1000554,UCOME,129.6,32040
2020-07-02,Jones-Jenkins,S-1000555,UCOME,116.8,32020
2020-07-02,Jones-Jenkins,S-1000557,UCOME,137.6,31880
2020-07-02,Jones-Jenkins,S-1000559,UCOME,129.6,31860
2020-07-02,Jones-Jenkins,S-1000560,UCOME,137.6,31780
2020-07-02,Jones-Jenkins,S-1000561,UCOME,316.8,31740
2020-07-02,Ledner and Lehner,Ref-1000946,Sunflower oil,686.4,25560
2020-07-01,Ledner and Lehner,Ref-1000945,Sunflower oil,136,28080
2020-07-01,Ledner and Lehner,Ref-1001295,Sunflower oil,566.4,29940
2020-07-01,Copperfield oil,Ref-1001320,Used cooking oil (UCO),1411.2,25000
2020-07-01,Copperfield oil,Ref-1001327,Used cooking oil (UCO),44.8,32340
2020-07-01,Copperfield oil,Ref-1001328,Used cooking oil (UCO),72,34180
2020-07-01,"Stroman, Swift and Rath",Ref-1001550,Used cooking oil (UCO),561.6,30340
2020-07-01,Ledner and Lehner,Ref-1001655,Sunflower oil,452.8,26960
2020-07-01,"Hahn, Mueller and Strosin",Ref-1001779,Methanol,64,27994
2020-07-01,"Sipes, Harber and Lynch",S-1000521,UCOME,88,31760
2020-07-01,"Sipes, Harber and Lynch",S-1000522,UCOME,76.8,31860
2020-07-01,Jones-Jenkins,S-1000523,UCOME,403.2,32040
2020-07-01,Jones-Jenkins,S-1000524,UCOME,118.4,31780
2020-07-01,Jones-Jenkins,S-1000527,UCOME,132.8,31900
2020-07-01,Jones-Jenkins,S-1000528,UCOME,107.2,31680
2020-07-01,Jones-Jenkins,S-1000529,UCOME,52.8,31900
2020-07-01,Jones-Jenkins,S-1000530,UCOME,120,31780
2020-07-01,Jones-Jenkins,S-1000531,UCOME,635.2,31840
2020-07-01,Jones-Jenkins,S-1000533,UCOME,1438.4,32140
2020-07-01,Jones-Jenkins,S-1000534,UCOME,80,31780
2020-07-01,Jones-Jenkins,S-1000535,UCOME,560,31800
2020-07-01,Jones-Jenkins,S-1000536,UCOME,44.8,31800
2020-07-01,Jones-Jenkins,S-1000537,UCOME,1056,31780
2020-07-01,Jones-Jenkins,S-1000538,UCOME,137.6,31860
2020-07-01,"Sipes, Harber and Lynch",S-1000572,UCOME,232,31760
2020-06-30,"Sipes, Harber and Lynch",S-1000481,UCOME,144,31980
2020-06-30,"Sipes, Harber and Lynch",S-1000485,UCOME,155.2,31980
2020-06-30,"Sipes, Harber and Lynch",S-1000486,UCOME,124.8,30980
2020-06-30,"Sipes, Harber and Lynch",S-1000508,UCOME,54.4,31980
2020-06-30,"Sipes, Harber and Lynch",S-1000509,UCOME,110.4,32040
2020-06-30,"Sipes, Harber and Lynch",S-1000510,UCOME,566.4,31980
2020-06-30,"Sipes, Harber and Lynch",S-1000511,UCOME,1073.6,31840
2020-06-30,"Sipes, Harber and Lynch",S-1000518,UCOME,382.4,31800
2020-06-30,"Sipes, Harber and Lynch",S-1000519,UCOME,1174.4,31940
2020-06-30,"Sipes, Harber and Lynch",S-1000520,UCOME,17.6,31820
2020-06-30,"Sipes, Harber and Lynch",S-1000525,UCOME,1177.6,32000
2020-06-30,"Sipes, Harber and Lynch",S-1000526,UCOME,312,31980
2020-06-30,"Sipes, Harber and Lynch",S-1000532,UCOME,412.8,27100
2020-06-30,Copperfield oil,Ref-1001326,Used cooking oil (UCO),1339.2,6460
2020-06-30,Ledner and Lehner,Ref-1000944,Sunflower oil,320,28100
2020-06-30,"Hahn, Mueller and Strosin",Ref-1001149,KM32,126.4,23880
2020-06-30,Copperfield oil,Ref-1001319,Used cooking oil (UCO),144,31560
2020-06-30,Copperfield oil,Ref-1001325,Used cooking oil (UCO),80,35800
2020-06-30,Copperfield oil,Ref-1001326,Used cooking oil (UCO),62.4,25960
2020-06-30,"Stroman, Swift and Rath",Ref-1001547,Used cooking oil (UCO),41.6,33340
2020-06-30,"Stroman, Swift and Rath",Ref-1001549,Used cooking oil (UCO),531.2,32920
2020-06-29,Ledner and Lehner,Ref-1001294,Sunflower oil,1009.6,29980
2020-06-29,Copperfield oil,Ref-1001318,Used cooking oil (UCO),120,32980
2020-06-29,Copperfield oil,Ref-1001323,Used cooking oil (UCO),512,32480
2020-06-29,Copperfield oil,Ref-1001324,Used cooking oil (UCO),1251.2,34400
2020-06-29,"Hahn, Mueller and Strosin",Ref-1001518,Methanol,105.6,27822
2020-06-29,"Stroman, Swift and Rath",Ref-1001546,Used cooking oil (UCO),1113.6,30120
2020-06-29,"Stroman, Swift and Rath",Ref-1001548,Used cooking oil (UCO),1361.6,30260
2020-06-29,"Stroman, Swift and Rath",Ref-1001555,Used cooking oil (UCO),800,27020
2020-06-29,Copperfield oil,Ref-1001642,Sunflower oil,25.6,34160
2020-06-29,Ledner and Lehner,Ref-1001656,Sunflower oil,25.6,31940
2020-06-29,"Sipes, Harber and Lynch",S-1000478,UCOME,27.2,32080
2020-06-29,"Hahn, Mueller and Strosin",Ref-1001658,Methanol,67.2,27609
